=== monitor_resources.sh started 2026-09-17T11:13:17Z ===
tracking tmux session 'index_d10b', process pattern 'vg', RSS stop limit 100GB
2026-09-17T11:29:11Z tracked_rss_gb=1 unused_mb=99999 PhysMem: 87G used (5331M wired, 3571M compressor), 40G unused.
2026-09-17T11:29:31Z tracked_rss_gb=1 unused_mb=99999 PhysMem: 86G used (5080M wired, 3571M compressor), 40G unused.
2026-09-17T11:29:52Z tracked_rss_gb=1 unused_mb=99999 PhysMem: 86G used (5294M wired, 3571M compressor), 40G unused.
2026-09-17T11:30:13Z tracked_rss_gb=1 unused_mb=99999 PhysMem: 86G used (5328M wired, 3571M compressor), 40G unused.
2026-09-17T11:30:34Z tracked_rss_gb=1 unused_mb=99999 PhysMem: 86G used (5337M wired, 3570M compressor), 40G unused.
2026-09-17T11:30:54Z tracked_rss_gb=1 unused_mb=99999 PhysMem: 86G used (5337M wired, 3570M compressor), 40G unused.
2026-09-17T11:31:15Z tracked_rss_gb=1 unused_mb=99999 PhysMem: 86G used (5337M wired, 3570M compressor), 40G unused.
2026-09-17T11:31:36Z tracked_rss_gb=1 unused_mb=99999 PhysMem: 86G used (5325M wired, 3570M compressor), 40G unused.
2026-09-17T11:31:56Z tracked_rss_gb=1 unused_mb=99999 PhysMem: 86G used (4698M wired, 3570M compressor), 40G unused.
2026-09-17T11:32:17Z tracked_rss_gb=1 unused_mb=99999 PhysMem: 86G used (5313M wired, 3570M compressor), 40G unused.
2026-09-17T11:32:38Z tracked_rss_gb=1 unused_mb=99999 PhysMem: 86G used (4937M wired, 3570M compressor), 40G unused.
2026-09-17T11:32:59Z tracked_rss_gb=1 unused_mb=99999 PhysMem: 86G used (5080M wired, 3570M compressor), 40G unused.
=== monitor_resources.sh exiting 2026-09-17T11:33:19Z (session index_d10b no longer running) ===
